Start to init hits and costs
Ref 1 RI 3056700 CNT 94
Ref 1 RI 3060792 CNT 94
Ref 1 RI 3064884 CNT 94
Ref 1 RI 3068976 CNT 94
Ref 1 RI 3073068 CNT 94
Ref 1 RI 3077160 CNT 94
Ref 1 RI 3081252 CNT 94
Ref 1 RI 3085344 CNT 95
Ref 1 RI 3089436 CNT 95
Ref 1 RI 3093528 CNT 95
Ref 1 RI 3097620 CNT 95
Ref 1 RI 3101712 CNT 95
Ref 1 RI 3105804 CNT 95
Ref 1 RI 3109896 CNT 95
Ref 1 RI 3113988 CNT 95
Ref 1 RI 3118080 CNT 96
Ref 1 RI 3122172 CNT 96
Ref 1 RI 3126264 CNT 96
Ref 1 RI 3130356 CNT 96
Ref 1 RI 3134448 CNT 96
Ref 1 RI 3138540 CNT 96
Ref 1 RI 3142632 CNT 96
Ref 1 RI 3146724 CNT 96
Ref 1 RI 3150816 CNT 97
Ref 1 RI 3154908 CNT 97
Ref 1 RI 3159000 CNT 97
Ref 1 RI 3163092 CNT 97
Ref 1 RI 3167184 CNT 97
Ref 1 RI 3171276 CNT 97
Ref 1 RI 3175368 CNT 97
Ref 1 RI 3179460 CNT 97
Ref 1 RI 3183552 CNT 98
Ref 1 RI 3187644 CNT 98
Ref 1 RI 3191736 CNT 98
Ref 1 RI 3195828 CNT 98
Ref 1 RI 3199920 CNT 98
Ref 1 RI 3204012 CNT 98
Ref 1 RI 3208104 CNT 98
Ref 1 RI 3212196 CNT 98
Ref 1 RI 3216288 CNT 99
Ref 1 RI 3220380 CNT 99
Ref 1 RI 3224472 CNT 99
Ref 1 RI 3228564 CNT 99
Ref 1 RI 3232656 CNT 99
Ref 1 RI 3236748 CNT 99
Ref 1 RI 3240840 CNT 99
Ref 1 RI 3244932 CNT 99
Ref 1 RI 3249024 CNT 100
Ref 1 RI 3253116 CNT 100
Ref 1 RI 3257208 CNT 100
Ref 1 RI 3261300 CNT 100
Ref 1 RI 3265392 CNT 100
Ref 1 RI 3269484 CNT 100
Ref 1 RI 3273576 CNT 100
Ref 1 RI 3277668 CNT 100
Ref 1 RI 3281760 CNT 101
Ref 1 RI 3285852 CNT 101
Ref 1 RI 3289944 CNT 101
Ref 1 RI 3294036 CNT 101
Ref 1 RI 3298128 CNT 101
Ref 1 RI 3302220 CNT 101
Ref 1 RI 3306312 CNT 101
Ref 1 RI 3310404 CNT 101
Ref 1 RI 3314496 CNT 102
Ref 1 RI 3318588 CNT 102
Ref 1 RI 3322680 CNT 102
Ref 1 RI 3326772 CNT 102
Ref 1 RI 3330864 CNT 102
Ref 1 RI 3334956 CNT 102
Ref 1 RI 3339048 CNT 102
Ref 1 RI 3343140 CNT 102
Ref 1 RI 3347232 CNT 103
Ref 1 RI 3351324 CNT 103
Ref 1 RI 3355416 CNT 103
Ref 1 RI 3359508 CNT 103
Ref 1 RI 3363600 CNT 103
Ref 1 RI 3367692 CNT 103
Ref 1 RI 3371784 CNT 103
Ref 1 RI 3375876 CNT 103
Ref 1 RI 3379968 CNT 104
Ref 1 RI 3384060 CNT 104
Ref 1 RI 3388152 CNT 104
Ref 1 RI 3392244 CNT 104
Ref 1 RI 3396336 CNT 104
Ref 1 RI 3400428 CNT 104
Ref 1 RI 3404520 CNT 104
Ref 1 RI 3408612 CNT 104
Ref 1 RI 3412704 CNT 105
Ref 1 RI 3416796 CNT 105
Ref 1 RI 3420888 CNT 105
Ref 1 RI 3424980 CNT 105
Ref 1 RI 3429072 CNT 105
Ref 1 RI 3433164 CNT 105
Ref 1 RI 3437256 CNT 105
Ref 1 RI 3441348 CNT 105
Ref 1 RI 3445440 CNT 106
Ref 1 RI 3449532 CNT 106
Ref 1 RI 3453624 CNT 106
Ref 1 RI 3457716 CNT 106
Ref 1 RI 3461808 CNT 106
Ref 1 RI 3465900 CNT 106
Ref 1 RI 3469992 CNT 106
Ref 1 RI 3474084 CNT 106
Ref 1 RI 3478176 CNT 107
Ref 1 RI 3482268 CNT 107
Ref 1 RI 3486360 CNT 107
Ref 1 RI 3490452 CNT 107
Ref 1 RI 3494544 CNT 107
Ref 1 RI 3498636 CNT 107
Ref 1 RI 3502728 CNT 107
Ref 1 RI 3506820 CNT 107
Ref 1 RI 3510912 CNT 108
Ref 1 RI 3515004 CNT 108
Ref 1 RI 3519096 CNT 108
Ref 1 RI 3523188 CNT 108
Ref 1 RI 3527280 CNT 108
Ref 1 RI 3531372 CNT 108
Ref 1 RI 3535464 CNT 108
Ref 1 RI 3539556 CNT 108
Ref 1 RI 3543648 CNT 109
Ref 1 RI 3547740 CNT 109
Ref 1 RI 3551832 CNT 109
Ref 1 RI 3555924 CNT 109
Ref 1 RI 3560016 CNT 109
Ref 1 RI 3564108 CNT 109
Ref 1 RI 3568200 CNT 109
Ref 1 RI 3572292 CNT 109
Ref 1 RI 3576384 CNT 110
Ref 1 RI 3580476 CNT 110
Ref 1 RI 3584568 CNT 110
Ref 1 RI 3588660 CNT 110
Ref 1 RI 3592752 CNT 110
Ref 1 RI 3596844 CNT 110
Ref 1 RI 3600936 CNT 110
Ref 1 RI 3605028 CNT 110
Ref 1 RI 3609120 CNT 111
Ref 1 RI 3613212 CNT 111
Ref 1 RI 3617304 CNT 111
Ref 1 RI 3621396 CNT 111
Ref 1 RI 3625488 CNT 111
Ref 1 RI 3629580 CNT 111
Ref 1 RI 3633672 CNT 111
Ref 1 RI 3637764 CNT 111
Ref 1 RI 3641856 CNT 112
Ref 1 RI 3645948 CNT 112
Ref 1 RI 3650040 CNT 112
Ref 1 RI 3654132 CNT 112
Ref 1 RI 3658224 CNT 112
Ref 1 RI 3662316 CNT 112
Ref 1 RI 3666408 CNT 112
Ref 1 RI 3670500 CNT 112
Ref 1 RI 3674592 CNT 113
Ref 1 RI 3678684 CNT 113
Ref 1 RI 3682776 CNT 113
Ref 1 RI 3686868 CNT 113
Ref 1 RI 3690960 CNT 113
Ref 1 RI 3695052 CNT 113
Ref 1 RI 3699144 CNT 113
Ref 1 RI 3703236 CNT 113
Ref 1 RI 3707328 CNT 114
Ref 1 RI 3711420 CNT 114
Ref 1 RI 3715512 CNT 114
Ref 1 RI 3719604 CNT 114
Ref 1 RI 3723696 CNT 114
Ref 1 RI 3727788 CNT 114
Ref 1 RI 3731880 CNT 114
Ref 1 RI 3735972 CNT 114
Ref 1 RI 3740064 CNT 115
Ref 1 RI 3744156 CNT 115
Ref 1 RI 3748248 CNT 115
Ref 1 RI 3752340 CNT 115
Ref 1 RI 3756432 CNT 115
Ref 1 RI 3760524 CNT 115
Ref 1 RI 3764616 CNT 115
Ref 1 RI 3768708 CNT 115
Ref 1 RI 3772800 CNT 116
Ref 1 RI 3776892 CNT 116
Ref 1 RI 3780984 CNT 116
Ref 1 RI 3785076 CNT 116
Ref 1 RI 3789168 CNT 116
Ref 1 RI 3793260 CNT 116
Ref 1 RI 3797352 CNT 116
Ref 1 RI 3801444 CNT 116
Ref 1 RI 3805536 CNT 117
Ref 1 RI 3809628 CNT 117
Ref 1 RI 3813720 CNT 117
Ref 1 RI 3817812 CNT 117
Ref 1 RI 3821904 CNT 117
Ref 1 RI 3825996 CNT 117
Ref 1 RI 3830088 CNT 117
Ref 1 RI 3834180 CNT 117
Ref 1 RI 3838272 CNT 118
Ref 1 RI 3842364 CNT 118
Ref 1 RI 3846456 CNT 118
Ref 1 RI 3850548 CNT 118
Ref 1 RI 3854640 CNT 118
Ref 1 RI 3858732 CNT 118
Ref 1 RI 3862824 CNT 118
Ref 1 RI 3866916 CNT 118
Ref 1 RI 3871008 CNT 119
Ref 1 RI 3875100 CNT 119
Ref 1 RI 3879192 CNT 119
Ref 1 RI 3883284 CNT 119
Ref 1 RI 3887376 CNT 119
Ref 1 RI 3891468 CNT 119
Ref 1 RI 3895560 CNT 119
Ref 1 RI 3899652 CNT 119
Ref 1 RI 3903744 CNT 120
Ref 1 RI 3907836 CNT 120
Ref 1 RI 3911928 CNT 120
Ref 1 RI 3916020 CNT 120
Ref 1 RI 3920112 CNT 120
Ref 1 RI 3924204 CNT 120
Ref 1 RI 3928296 CNT 120
Ref 1 RI 3932388 CNT 120
Ref 1 RI 3936480 CNT 121
Ref 1 RI 3940572 CNT 121
Ref 1 RI 3944664 CNT 121
Ref 1 RI 3948756 CNT 121
Ref 1 RI 3952848 CNT 121
Ref 1 RI 3956940 CNT 121
Ref 1 RI 3961032 CNT 121
Ref 1 RI 3965124 CNT 121
Ref 1 RI 3969216 CNT 122
Ref 1 RI 3973308 CNT 122
Ref 1 RI 3977400 CNT 122
Ref 1 RI 3981492 CNT 122
Ref 1 RI 3985584 CNT 122
Ref 1 RI 3989676 CNT 122
Ref 1 RI 3993768 CNT 122
Ref 1 RI 3997860 CNT 122
Ref 1 RI 4001952 CNT 123
Ref 1 RI 4006044 CNT 123
Ref 1 RI 4010136 CNT 123
Ref 1 RI 4014228 CNT 123
Ref 1 RI 4018320 CNT 123
Ref 1 RI 4022412 CNT 123
Ref 1 RI 4026504 CNT 123
Ref 1 RI 4030596 CNT 123
Ref 1 RI 4034688 CNT 124
Ref 1 RI 4038780 CNT 124
Ref 1 RI 4042872 CNT 124
Ref 1 RI 4046964 CNT 124
Ref 1 RI 4051056 CNT 124
Ref 1 RI 4055148 CNT 124
Ref 1 RI 4059240 CNT 124
Ref 1 RI 4063332 CNT 124
Ref 1 RI 4067424 CNT 125
Ref 1 RI 4071516 CNT 125
Ref 1 RI 4075608 CNT 125
Ref 1 RI 4079700 CNT 125
Ref 1 RI 4083792 CNT 125
Ref 1 RI 4087884 CNT 125
Ref 1 RI 4091976 CNT 125
Ref 1 RI 4096068 CNT 125
Ref 1 RI 4100160 CNT 126
Ref 1 RI 4104252 CNT 126
Ref 1 RI 4108344 CNT 126
Ref 1 RI 4112436 CNT 126
Ref 1 RI 4116528 CNT 126
Ref 1 RI 4120620 CNT 126
Ref 1 RI 4124712 CNT 126
Ref 1 RI 4128804 CNT 126
Ref 1 RI 4132896 CNT 127
Ref 1 RI 4136988 CNT 127
Ref 1 RI 4141080 CNT 127
Ref 1 RI 4145172 CNT 127
Ref 1 RI 4149264 CNT 127
Ref 1 RI 4153356 CNT 127
Ref 1 RI 4157448 CNT 127
Ref 1 RI 4161540 CNT 127
Ref 1 RI 4165632 CNT 128
Ref 1 RI 4169724 CNT 128
Ref 1 RI 4173816 CNT 128
Ref 1 RI 4177908 CNT 128
Ref 1 RI 4182000 CNT 128
Ref 1 RI 4186092 CNT 128
Ref 1 RI 4190184 CNT 128
Ref 1 RI 4194276 CNT 128
Ref 1 RI 4198368 CNT 127
Ref 1 RI 4202460 CNT 127
Ref 1 RI 4206552 CNT 127
Ref 1 RI 4210644 CNT 127
Ref 1 RI 4214736 CNT 127
Ref 1 RI 4218828 CNT 127
Ref 1 RI 4222920 CNT 127
Ref 1 RI 4227012 CNT 127
Ref 1 RI 4231104 CNT 126
Ref 1 RI 4235196 CNT 126
Ref 1 RI 4239288 CNT 126
Ref 1 RI 4243380 CNT 126
Ref 1 RI 4247472 CNT 126
Ref 1 RI 4251564 CNT 126
Ref 1 RI 4255656 CNT 126
Ref 1 RI 4259748 CNT 126
Ref 1 RI 4263840 CNT 125
Ref 1 RI 4267932 CNT 125
Ref 1 RI 4272024 CNT 125
Ref 1 RI 4276116 CNT 125
Ref 1 RI 4280208 CNT 125
Ref 1 RI 4284300 CNT 125
Ref 1 RI 4288392 CNT 125
Ref 1 RI 4292484 CNT 125
Ref 1 RI 4296576 CNT 124
Ref 1 RI 4300668 CNT 124
Ref 1 RI 4304760 CNT 124
Ref 1 RI 4308852 CNT 124
Ref 1 RI 4312944 CNT 124
Ref 1 RI 4317036 CNT 124
Ref 1 RI 4321128 CNT 124
Ref 1 RI 4325220 CNT 124
Ref 1 RI 4329312 CNT 123
Ref 1 RI 4333404 CNT 123
Ref 1 RI 4337496 CNT 123
Ref 1 RI 4341588 CNT 123
Ref 1 RI 4345680 CNT 123
Ref 1 RI 4349772 CNT 123
Ref 1 RI 4353864 CNT 123
Ref 1 RI 4357956 CNT 123
Ref 1 RI 4362048 CNT 122
Ref 1 RI 4366140 CNT 122
Ref 1 RI 4370232 CNT 122
Ref 1 RI 4374324 CNT 122
Ref 1 RI 4378416 CNT 122
Ref 1 RI 4382508 CNT 122
Ref 1 RI 4386600 CNT 122
Ref 1 RI 4390692 CNT 122
Ref 1 RI 4394784 CNT 121
Ref 1 RI 4398876 CNT 121
Ref 1 RI 4402968 CNT 121
Ref 1 RI 4407060 CNT 121
Ref 1 RI 4411152 CNT 121
Ref 1 RI 4415244 CNT 121
Ref 1 RI 4419336 CNT 121
Ref 1 RI 4423428 CNT 121
Ref 1 RI 4427520 CNT 120
Ref 1 RI 4431612 CNT 120
Ref 1 RI 4435704 CNT 120
Ref 1 RI 4439796 CNT 120
Ref 1 RI 4443888 CNT 120
Ref 1 RI 4447980 CNT 120
Ref 1 RI 4452072 CNT 120
Ref 1 RI 4456164 CNT 120
Ref 1 RI 4460256 CNT 119
Ref 1 RI 4464348 CNT 119
Ref 1 RI 4468440 CNT 119
Ref 1 RI 4472532 CNT 119
Ref 1 RI 4476624 CNT 119
Ref 1 RI 4480716 CNT 119
Ref 1 RI 4484808 CNT 119
Ref 1 RI 4488900 CNT 119
Ref 1 RI 4492992 CNT 118
Ref 1 RI 4497084 CNT 118
Ref 1 RI 4501176 CNT 118
Ref 1 RI 4505268 CNT 118
Ref 1 RI 4509360 CNT 118
Ref 1 RI 4513452 CNT 118
Ref 1 RI 4517544 CNT 118
Ref 1 RI 4521636 CNT 118
Ref 1 RI 4525728 CNT 117
Ref 1 RI 4529820 CNT 117
Ref 1 RI 4533912 CNT 117
Ref 1 RI 4538004 CNT 117
Ref 1 RI 4542096 CNT 117
Ref 1 RI 4546188 CNT 117
Ref 1 RI 4550280 CNT 117
Ref 1 RI 4554372 CNT 117
Ref 1 RI 4558464 CNT 116
Ref 1 RI 4562556 CNT 116
Ref 1 RI 4566648 CNT 116
Ref 1 RI 4570740 CNT 116
Ref 1 RI 4574832 CNT 116
Ref 1 RI 4578924 CNT 116
Ref 1 RI 4583016 CNT 116
Ref 1 RI 4587108 CNT 116
Ref 1 RI 4591200 CNT 115
Ref 1 RI 4595292 CNT 115
Ref 1 RI 4599384 CNT 115
Ref 1 RI 4603476 CNT 115
Ref 1 RI 4607568 CNT 115
Ref 1 RI 4611660 CNT 115
Ref 1 RI 4615752 CNT 115
Ref 1 RI 4619844 CNT 115
Ref 1 RI 4623936 CNT 114
Ref 1 RI 4628028 CNT 114
Ref 1 RI 4632120 CNT 114
Ref 1 RI 4636212 CNT 114
Ref 1 RI 4640304 CNT 114
Ref 1 RI 4644396 CNT 114
Ref 1 RI 4648488 CNT 114
Ref 1 RI 4652580 CNT 114
Ref 1 RI 4656672 CNT 113
Ref 1 RI 4660764 CNT 113
Ref 1 RI 4664856 CNT 113
Ref 1 RI 4668948 CNT 113
Ref 1 RI 4673040 CNT 113
Ref 1 RI 4677132 CNT 113
Ref 1 RI 4681224 CNT 113
Ref 1 RI 4685316 CNT 113
Ref 1 RI 4689408 CNT 112
Ref 1 RI 4693500 CNT 112
Ref 1 RI 4697592 CNT 112
Ref 1 RI 4701684 CNT 112
Ref 1 RI 4705776 CNT 112
Ref 1 RI 4709868 CNT 112
Ref 1 RI 4713960 CNT 112
Ref 1 RI 4718052 CNT 112
Ref 1 RI 4722144 CNT 111
Ref 1 RI 4726236 CNT 111
Ref 1 RI 4730328 CNT 111
Ref 1 RI 4734420 CNT 111
Ref 1 RI 4738512 CNT 111
Ref 1 RI 4742604 CNT 111
Ref 1 RI 4746696 CNT 111
Ref 1 RI 4750788 CNT 111
Ref 1 RI 4754880 CNT 110
Ref 1 RI 4758972 CNT 110
Ref 1 RI 4763064 CNT 110
Ref 1 RI 4767156 CNT 110
Ref 1 RI 4771248 CNT 110
Ref 1 RI 4775340 CNT 110
Ref 1 RI 4779432 CNT 110
Ref 1 RI 4783524 CNT 110
Ref 1 RI 4787616 CNT 109
Ref 1 RI 4791708 CNT 109
Ref 1 RI 4795800 CNT 109
Ref 1 RI 4799892 CNT 109
Ref 1 RI 4803984 CNT 109
Ref 1 RI 4808076 CNT 109
Ref 1 RI 4812168 CNT 109
Ref 1 RI 4816260 CNT 109
Ref 1 RI 4820352 CNT 108
Ref 1 RI 4824444 CNT 108
Ref 1 RI 4828536 CNT 108
Ref 1 RI 4832628 CNT 108
Ref 1 RI 4836720 CNT 108
Ref 1 RI 4840812 CNT 108
Ref 1 RI 4844904 CNT 108
Ref 1 RI 4848996 CNT 108
Ref 1 RI 4853088 CNT 107
Ref 1 RI 4857180 CNT 107
Ref 1 RI 4861272 CNT 107
Ref 1 RI 4865364 CNT 107
Ref 1 RI 4869456 CNT 107
Ref 1 RI 4873548 CNT 107
Ref 1 RI 4877640 CNT 107
Ref 1 RI 4881732 CNT 107
Ref 1 RI 4885824 CNT 106
Ref 1 RI 4889916 CNT 106
Ref 1 RI 4894008 CNT 106
Ref 1 RI 4898100 CNT 106
Ref 1 RI 4902192 CNT 106
Ref 1 RI 4906284 CNT 106
Ref 1 RI 4910376 CNT 106
Ref 1 RI 4914468 CNT 106
Ref 1 RI 4918560 CNT 105
Ref 1 RI 4922652 CNT 105
Ref 1 RI 4926744 CNT 105
Ref 1 RI 4930836 CNT 105
Ref 1 RI 4934928 CNT 105
Ref 1 RI 4939020 CNT 105
Ref 1 RI 4943112 CNT 105
Ref 1 RI 4947204 CNT 105
Ref 1 RI 4951296 CNT 104
Ref 1 RI 4955388 CNT 104
Ref 1 RI 4959480 CNT 104
Ref 1 RI 4963572 CNT 104
Ref 1 RI 4967664 CNT 104
Ref 1 RI 4971756 CNT 104
Ref 1 RI 4975848 CNT 104
Ref 1 RI 4979940 CNT 104
Ref 1 RI 4984032 CNT 103
Ref 1 RI 4988124 CNT 103
Ref 1 RI 4992216 CNT 103
Ref 1 RI 4996308 CNT 103
Ref 1 RI 5000400 CNT 103
Ref 1 RI 5004492 CNT 103
Ref 1 RI 5008584 CNT 103
Ref 1 RI 5012676 CNT 103
Ref 1 RI 5016768 CNT 102
Ref 1 RI 5020860 CNT 102
Ref 1 RI 5024952 CNT 102
Ref 1 RI 5029044 CNT 102
Ref 1 RI 5033136 CNT 102
Ref 1 RI 5037228 CNT 102
Ref 1 RI 5041320 CNT 102
Ref 1 RI 5045412 CNT 102
Ref 1 RI 5049504 CNT 101
Ref 1 RI 5053596 CNT 101
Ref 1 RI 5057688 CNT 101
Ref 1 RI 5061780 CNT 101
Ref 1 RI 5065872 CNT 101
Ref 1 RI 5069964 CNT 101
Ref 1 RI 5074056 CNT 101
Ref 1 RI 5078148 CNT 101
Ref 1 RI 5082240 CNT 100
Ref 1 RI 5086332 CNT 100
Ref 1 RI 5090424 CNT 100
Ref 1 RI 5094516 CNT 100
Ref 1 RI 5098608 CNT 100
Ref 1 RI 5102700 CNT 100
Ref 1 RI 5106792 CNT 100
Ref 1 RI 5110884 CNT 100
Ref 1 RI 5114976 CNT 99
Ref 1 RI 5119068 CNT 99
Ref 1 RI 5123160 CNT 99
Ref 1 RI 5127252 CNT 99
Ref 1 RI 5131344 CNT 99
Ref 1 RI 5135436 CNT 99
Ref 1 RI 5139528 CNT 99
Ref 1 RI 5143620 CNT 99
Ref 1 RI 5147712 CNT 98
Ref 1 RI 5151804 CNT 98
Ref 1 RI 5155896 CNT 98
Ref 1 RI 5159988 CNT 98
Ref 1 RI 5164080 CNT 98
Ref 1 RI 5168172 CNT 98
Ref 1 RI 5172264 CNT 98
Ref 1 RI 5176356 CNT 98
Ref 1 RI 5180448 CNT 97
Ref 1 RI 5184540 CNT 97
Ref 1 RI 5188632 CNT 97
Ref 1 RI 5192724 CNT 97
Ref 1 RI 5196816 CNT 97
Ref 1 RI 5200908 CNT 97
Ref 1 RI 5205000 CNT 97
Ref 1 RI 5209092 CNT 97
Ref 1 RI 5213184 CNT 96
Ref 1 RI 5217276 CNT 96
Ref 1 RI 5221368 CNT 96
Ref 1 RI 5225460 CNT 96
Ref 1 RI 5229552 CNT 96
Ref 1 RI 5233644 CNT 96
Ref 1 RI 5237736 CNT 96
Ref 1 RI 5241828 CNT 96
Ref 1 RI 5245920 CNT 95
Ref 1 RI 5250012 CNT 95
Ref 1 RI 5254104 CNT 95
Ref 1 RI 5258196 CNT 95
Ref 1 RI 5262288 CNT 95
Ref 1 RI 5266380 CNT 95
Ref 1 RI 5270472 CNT 95
Ref 1 RI 5274564 CNT 95
Ref 1 RI 5278656 CNT 94
Ref 1 RI 5282748 CNT 94
Ref 1 RI 5286840 CNT 94
Ref 1 RI 5290932 CNT 94
Ref 1 RI 5295024 CNT 94
Ref 1 RI 5299116 CNT 94
Ref 1 RI 5303208 CNT 94
Ref 1 RI 5307300 CNT 94
Ref 1 RI 5311392 CNT 93
Ref 1 RI 5315484 CNT 93
Ref 1 RI 5319576 CNT 93
Ref 1 RI 5323668 CNT 93
Ref 1 RI 5327760 CNT 93
Ref 1 RI 5331852 CNT 93
Ref 1 RI 5335944 CNT 93
Ref 1 RI 5340036 CNT 93
Ref 1 RI 5344128 CNT 92
Ref 1 RI 5348220 CNT 92
Ref 1 RI 5352312 CNT 92
Ref 1 RI 5356404 CNT 92
Ref 1 RI 5360496 CNT 92
Ref 1 RI 5364588 CNT 92
Ref 1 RI 5368680 CNT 92
Ref 1 RI 5372772 CNT 92
Ref 1 RI 5376864 CNT 91
Ref 1 RI 5380956 CNT 91
Ref 1 RI 5385048 CNT 91
Ref 1 RI 5389140 CNT 91
Ref 1 RI 5393232 CNT 91
Ref 1 RI 5397324 CNT 91
Ref 1 RI 5401416 CNT 91
Ref 1 RI 5405508 CNT 91
Ref 1 RI 5409600 CNT 90
Ref 1 RI 5413692 CNT 90
Ref 1 RI 5417784 CNT 90
Ref 1 RI 5421876 CNT 90
Ref 1 RI 5425968 CNT 90
Ref 1 RI 5430060 CNT 90
Ref 1 RI 5434152 CNT 90
Ref 1 RI 5438244 CNT 90
Ref 1 RI 5442336 CNT 89
Ref 1 RI 5446428 CNT 89
Ref 1 RI 5450520 CNT 89
Ref 1 RI 5454612 CNT 89
Ref 1 RI 5458704 CNT 89
Ref 1 RI 5462796 CNT 89
Ref 1 RI 5466888 CNT 89
Ref 1 RI 5470980 CNT 89
Ref 1 RI 5475072 CNT 88
Ref 1 RI 5479164 CNT 88
Ref 1 RI 5483256 CNT 88
Ref 1 RI 5487348 CNT 88
Ref 1 RI 5491440 CNT 88
Ref 1 RI 5495532 CNT 88
Ref 1 RI 5499624 CNT 88
Ref 1 RI 5503716 CNT 88
Ref 1 RI 5507808 CNT 87
Ref 1 RI 5511900 CNT 87
Ref 1 RI 5515992 CNT 87
Ref 1 RI 5520084 CNT 87
Ref 1 RI 5524176 CNT 87
Ref 1 RI 5528268 CNT 87
Ref 1 RI 5532360 CNT 87
Ref 1 RI 5536452 CNT 87
Ref 1 RI 5540544 CNT 86
Ref 1 RI 5544636 CNT 86
Ref 1 RI 5548728 CNT 86
Ref 1 RI 5552820 CNT 86
Ref 1 RI 5556912 CNT 86
Ref 1 RI 5561004 CNT 86
Ref 1 RI 5565096 CNT 86
Ref 1 RI 5569188 CNT 86
Ref 1 RI 5573280 CNT 85
Ref 1 RI 5577372 CNT 85
Ref 1 RI 5581464 CNT 85
Ref 1 RI 5585556 CNT 85
Ref 1 RI 5589648 CNT 85
Ref 1 RI 5593740 CNT 85
Ref 1 RI 5597832 CNT 85
Ref 1 RI 5601924 CNT 85
Ref 1 RI 5606016 CNT 84
Ref 1 RI 5610108 CNT 84
Ref 1 RI 5614200 CNT 84
Ref 1 RI 5618292 CNT 84
Ref 1 RI 5622384 CNT 84
Ref 1 RI 5626476 CNT 84
Ref 1 RI 5630568 CNT 84
Ref 1 RI 5634660 CNT 84
Ref 1 RI 5638752 CNT 83
Ref 1 RI 5642844 CNT 83
Ref 1 RI 5646936 CNT 83
Ref 1 RI 5651028 CNT 83
Ref 1 RI 5655120 CNT 83
Ref 1 RI 5659212 CNT 83
Ref 1 RI 5663304 CNT 83
Ref 1 RI 5667396 CNT 83
Ref 1 RI 5671488 CNT 82
Ref 1 RI 5675580 CNT 82
Ref 1 RI 5679672 CNT 82
Ref 1 RI 5683764 CNT 82
Ref 1 RI 5687856 CNT 82
Ref 1 RI 5691948 CNT 82
Ref 1 RI 5696040 CNT 82
Ref 1 RI 5700132 CNT 82
Ref 1 RI 5704224 CNT 81
Ref 1 RI 5708316 CNT 81
Ref 1 RI 5712408 CNT 81
Ref 1 RI 5716500 CNT 81
Ref 1 RI 5720592 CNT 81
Ref 1 RI 5724684 CNT 81
Ref 1 RI 5728776 CNT 81
Ref 1 RI 5732868 CNT 81
Ref 1 RI 5736960 CNT 80
Ref 1 RI 5741052 CNT 80
Ref 1 RI 5745144 CNT 80
Ref 1 RI 5749236 CNT 80
Ref 1 RI 5753328 CNT 80
Ref 1 RI 5757420 CNT 80
Ref 1 RI 5761512 CNT 80
Ref 1 RI 5765604 CNT 80
Ref 1 RI 5769696 CNT 79
Ref 1 RI 5773788 CNT 79
Ref 1 RI 5777880 CNT 79
Ref 1 RI 5781972 CNT 79
Ref 1 RI 5786064 CNT 79
Ref 1 RI 5790156 CNT 79
Ref 1 RI 5794248 CNT 79
Ref 1 RI 5798340 CNT 79
Ref 1 RI 5802432 CNT 78
Ref 1 RI 5806524 CNT 78
Ref 1 RI 5810616 CNT 78
Ref 1 RI 5814708 CNT 78
Ref 1 RI 5818800 CNT 78
Ref 1 RI 5822892 CNT 78
Ref 1 RI 5826984 CNT 78
Ref 1 RI 5831076 CNT 78
Ref 1 RI 5835168 CNT 77
Ref 1 RI 5839260 CNT 77
Ref 1 RI 5843352 CNT 77
Ref 1 RI 5847444 CNT 77
Ref 1 RI 5851536 CNT 77
Ref 1 RI 5855628 CNT 77
Ref 1 RI 5859720 CNT 77
Ref 1 RI 5863812 CNT 77
Ref 1 RI 5867904 CNT 76
Ref 1 RI 5871996 CNT 76
Ref 1 RI 5876088 CNT 76
Ref 1 RI 5880180 CNT 76
Ref 1 RI 5884272 CNT 76
Ref 1 RI 5888364 CNT 76
Ref 1 RI 5892456 CNT 76
Ref 1 RI 5896548 CNT 76
Ref 1 RI 5900640 CNT 75
Ref 1 RI 5904732 CNT 75
Ref 1 RI 5908824 CNT 75
Ref 1 RI 5912916 CNT 75
Ref 1 RI 5917008 CNT 75
Ref 1 RI 5921100 CNT 75
Ref 1 RI 5925192 CNT 75
Ref 1 RI 5929284 CNT 75
Ref 1 RI 5933376 CNT 74
Ref 1 RI 5937468 CNT 74
Ref 1 RI 5941560 CNT 74
Ref 1 RI 5945652 CNT 74
Ref 1 RI 5949744 CNT 74
Ref 1 RI 5953836 CNT 74
Ref 1 RI 5957928 CNT 74
Ref 1 RI 5962020 CNT 74
Ref 1 RI 5966112 CNT 73
Ref 1 RI 5970204 CNT 73
Ref 1 RI 5974296 CNT 73
Ref 1 RI 5978388 CNT 73
Ref 1 RI 5982480 CNT 73
Ref 1 RI 5986572 CNT 73
Ref 1 RI 5990664 CNT 73
Ref 1 RI 5994756 CNT 73
Ref 1 RI 5998848 CNT 72
Ref 1 RI 6002940 CNT 72
Ref 1 RI 6007032 CNT 72
Ref 1 RI 6011124 CNT 72
Ref 1 RI 6015216 CNT 72
Ref 1 RI 6019308 CNT 72
Ref 1 RI 6023400 CNT 72
Ref 1 RI 6027492 CNT 72
Ref 1 RI 6031584 CNT 71
Ref 1 RI 6035676 CNT 71
Ref 1 RI 6039768 CNT 71
Ref 1 RI 6043860 CNT 71
Ref 1 RI 6047952 CNT 71
Ref 1 RI 6052044 CNT 71
Ref 1 RI 6056136 CNT 71
Ref 1 RI 6060228 CNT 71
Ref 1 RI 6064320 CNT 70
